tweet_ID,retweet_count,favorite_count
746131877086527488,2493,7539
746056683365994496,927,3884
745789745784041472,1201,4413
745712589599014916,2626,7620
745433870967832576,2874,7780
745422732645535745,2754,9367
745314880350101504,3113,7830
745074613265149952,3957,8566
745057283344719872,2568,7909
744995568523612160,707,3265
744971049620602880,3027,8608
744709971296780288,1757,6127
744334592493166593,2404,7407
744234799360020481,79116,130533
744223424764059648,423,1857
743980027717509120,1227,4530
743895849529389061,1079,3974
743835915802583040,2372,0
743609206067040256,1554,4889
743595368194129920,7411,20183
743545585370791937,1060,3851
743510151680958465,4165,8626
743253157753532416,1359,4600
743222593470234624,2151,6764
743210557239623680,1545,4186
742534281772302336,3989,7704
742528092657332225,2234,4858
742465774154047488,4363,7886
742423170473463808,4293,10771
742385895052087300,2251,7432
742161199639494656,1537,4726
742150209887731712,1771,5624
741793263812808706,1691,4959
741743634094141440,3121,8905
741438259667034112,935,4005
741303864243200000,3631,9600
741099773336379392,6218,10947
741067306818797568,3492,10295
740995100998766593,3131,6984
740711788199743490,1058,3724
740699697422163968,884,3088
740676976021798912,7685,19797
740373189193256964,15029,37704
740365076218183684,488,2715
740359016048689152,959,3600
740214038584557568,2211,7300
739979191639244800,6673,21815
739932936087216128,1211,4426
739844404073074688,958,4128
739623569819336705,1541,4163
739606147276148736,1867,5878
739544079319588864,24183,43517
739485634323156992,3295,7850
739238157791694849,52101,74885
738891149612572673,6,115
738885046782832640,1273,4114
738883359779196928,914,3652
738537504001953792,1751,5555
738402415918125056,949,3586
738184450748633089,1355,4704
738166403467907072,3818,9587
738156290900254721,743,2760
737826014890496000,2001,5735
737800304142471168,3887,10902
737678689543020544,1506,5505
737445876994609152,5024,11252
737322739594330112,902,3939
737310737551491075,8296,15990
736736130620620800,1958,4715
736392552031657984,8365,19376
736365877722001409,1401,4353
736225175608430592,3099,8859
